Country Name,Country Code,Series Name,Series Code,2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Eritrea,ERI,Ease of doing business score (DB15 methodology),IC.BUS.EASE.DFRN.DB15,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,Getting credit (DB05-14 methodology) - Score,IC.CRED.ACC.CRD.DB0514.DFRN,..,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,..,..,..,..,..,..
Eritrea,ERI,Getting credit (DB15-20 methodology) - Score,IC.CRED.ACC.CRD.DB1519.DFRN,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0
Eritrea,ERI,Getting electricity (DB16-20 methodology) - Score,IC.ELC.ACES.DFRN.DB1619,..,..,..,..,..,..,..,..,..,..,..,52.7,0,0,0,0,0
Eritrea,ERI,Getting electricity (DB10-15 methodology) - Score,IC.ELC.ACES.DFRN.DB1015,..,..,..,..,..,..,62.2,65.8,64.7,68.5,69.2,70.3,..,..,..,..,..
Eritrea,ERI,Getting electricity: Cost to get electricity (% of income per capita),IC.ELC.ACS.COST,..,..,..,..,..,..,5051.6,4156.7,4436.6,3508,3352.1,3078.5,..,..,..,..,..
Eritrea,ERI,Getting electricity: Price of electricity (US cents per kWh) (DB16-20 methodology),IC.ELC.PRI.KH.DB1619,..,..,..,..,..,..,..,..,..,..,..,21.9,..,..,..,..,..
Eritrea,ERI,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,..,..,..,..,..,..,..,..,..,..,..,..,20.9,20.9,21.4,21.5,21.6
Eritrea,ERI,Global: Ease of doing business score (DB15 methodology),IC.BUS.EASE.DFRN.DB16,..,..,..,..,..,..,..,..,..,..,30.7,31.2,..,..,..,..,..
Eritrea,ERI,Global: Ease of doing business score (DB10-14 methodology),IC.BUS.EASE.DFRN.DB1014,..,..,..,..,..,..,30.4,31.6,31.8,32.7,33,..,..,..,..,..,..
Eritrea,ERI,Getting electricity: Total duration and frequency of outages per customer a year (0-3) (DB16-20 methodology),IC.ELC.OUTG.FREQ.DURS.03.DB1619,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..
Eritrea,ERI,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,189
Eritrea,ERI,Rank: Getting credit (1=most business-friendly regulations),IC.CRED.ACC.CRD.RK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,186
Eritrea,ERI,Rank: Starting a business (1=most business-friendly regulations),IC.REG.STRT.BUS.RK.DB19,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,185
Eritrea,ERI,Starting a business - Score,IC.REG.STRT.BUS.DFRN,..,18.9,22.1,23.9,20.9,23.8,33.2,36,38.4,42.1,42.8,44.8,46.2,46.4,50.6,51.9,52.9
Eritrea,ERI,Starting a business: Cost - Men (% of income per capita),IC.REG.COST.PC.MA.ZS,..,155.6,130.4,115.9,125.8,102.2,76.5,69.2,62.6,52.3,50.5,41.5,38.1,37.6,27,23.7,21.3
Eritrea,ERI,Starting a business: Cost - Women (% of income per capita),IC.REG.COST.PC.FE.ZS,..,155.6,130.4,115.9,125.8,102.2,76.5,69.2,62.6,52.3,50.5,41.5,38.1,37.6,27,23.7,21.3
Eritrea,ERI,Starting a business: Procedures required - Men (number),IC.REG.PROC.MA.NO,..,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
Eritrea,ERI,Starting a business: Procedures required - Women (number),IC.REG.PROC.FE.NO,..,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
Estonia,EST,Ease of doing business score (DB15 methodology),IC.BUS.EASE.DFRN.DB15,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Estonia,EST,Getting credit (DB05-14 methodology) - Score,IC.CRED.ACC.CRD.DB0514.DFRN,..,68.8,68.8,68.8,68.8,68.8,68.8,75,75,75,75,..,..,..,..,..,..
Estonia,EST,Getting credit (DB15-20 methodology) - Score,IC.CRED.ACC.CRD.DB1519.DFRN,..,..,..,..,..,..,..,..,..,..,70,70,70,70,70,70,70
Estonia,EST,Getting electricity (DB16-20 methodology) - Score,IC.ELC.ACES.DFRN.DB1619,..,..,..,..,..,..,..,..,..,..,..,83.2,83.2,83.2,83.2,83.3,83.3
Estonia,EST,Getting electricity (DB10-15 methodology) - Score,IC.ELC.ACES.DFRN.DB1015,..,..,..,..,..,..,80.1,80,80.1,80.1,76.4,77.6,..,..,..,..,..
Estonia,EST,Getting electricity: Cost to get electricity (% of income per capita),IC.ELC.ACS.COST,..,..,..,..,..,..,206.1,229.1,222.5,201.4,188,169.2,157.2,173,168.8,154.1,138.7
Estonia,EST,Getting electricity: Price of electricity (US cents per kWh) (DB16-20 methodology),IC.ELC.PRI.KH.DB1619,..,..,..,..,..,..,..,..,..,..,..,11.2,11.4,10.5,9.9,8.5,10.3
Estonia,EST,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,..,..,..,..,..,..,..,..,..,..,..,..,80.5,80.7,80.8,80.8,80.6
Estonia,EST,Global: Ease of doing business score (DB15 methodology),IC.BUS.EASE.DFRN.DB16,..,..,..,..,..,..,..,..,..,..,77.8,78.3,..,..,..,..,..
Estonia,EST,Global: Ease of doing business score (DB10-14 methodology),IC.BUS.EASE.DFRN.DB1014,..,..,..,..,..,..,78,78.5,78,77.6,78.2,..,..,..,..,..,..
Estonia,EST,Getting electricity: Total duration and frequency of outages per customer a year (0-3) (DB16-20 methodology),IC.ELC.OUTG.FREQ.DURS.03.DB1619,..,..,..,..,..,..,..,..,..,..,..,3,3,3,3,3,3
Estonia,EST,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18
Estonia,EST,Rank: Getting credit (1=most business-friendly regulations),IC.CRED.ACC.CRD.RK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,48
Estonia,EST,Rank: Starting a business (1=most business-friendly regulations),IC.REG.STRT.BUS.RK.DB19,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14
Estonia,EST,Starting a business - Score,IC.REG.STRT.BUS.DFRN,70.4,70.6,80.6,81.2,90.6,90.9,91,90.8,90.9,91,91.1,93.3,95.1,95.1,95.2,95.3,95.4
Estonia,EST,Starting a business: Cost - Men (% of income per capita),IC.REG.COST.PC.MA.ZS,8,7.5,6.2,5.1,2,1.7,1.7,1.9,1.8,1.6,1.5,1.4,1.3,1.2,1.2,1.1,1
Estonia,EST,Starting a business: Cost - Women (% of income per capita),IC.REG.COST.PC.FE.ZS,8,7.5,6.2,5.1,2,1.7,1.7,1.9,1.8,1.6,1.5,1.4,1.3,1.2,1.2,1.1,1
Estonia,EST,Starting a business: Procedures required - Men (number),IC.REG.PROC.MA.NO,6,6,6,6,5,5,5,5,5,5,5,4,3,3,3,3,3
Estonia,EST,Starting a business: Procedures required - Women (number),IC.REG.PROC.FE.NO,6,6,6,6,5,5,5,5,5,5,5,4,3,3,3,3,3
Eswatini,SWZ,Ease of doing business score (DB15 methodology),IC.BUS.EASE.DFRN.DB15,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eswatini,SWZ,Getting credit (DB05-14 methodology) - Score,IC.CRED.ACC.CRD.DB0514.DFRN,..,..,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,..,..,..,..,..,..
Eswatini,SWZ,Getting credit (DB15-20 methodology) - Score,IC.CRED.ACC.CRD.DB1519.DFRN,..,..,..,..,..,..,..,..,..,..,50,50,50,50,55,55,55
Eswatini,SWZ,Getting electricity (DB16-20 methodology) - Score,IC.ELC.ACES.DFRN.DB1619,..,..,..,..,..,..,..,..,..,..,..,46.4,46.3,59.8,59.7,59.9,61.7
Eswatini,SWZ,Getting electricity (DB10-15 methodology) - Score,IC.ELC.ACES.DFRN.DB1015,..,..,..,..,..,..,59.8,60,60.7,61.7,61,61.8,..,..,..,..,..
Eswatini,SWZ,Getting electricity: Cost to get electricity (% of income per capita),IC.ELC.ACS.COST,..,..,..,..,..,..,1526.7,1472.2,1302,1071.8,1232.7,1039.1,1042.6,739.9,753.7,689.2,542.6
Eswatini,SWZ,Getting electricity: Price of electricity (US cents per kWh) (DB16-20 methodology),IC.ELC.PRI.KH.DB1619,..,..,..,..,..,..,..,..,..,..,..,20.6,20,13.6,15,16.2,16.5
Eswatini,SWZ,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,..,..,..,..,..,..,..,..,..,..,..,..,56.9,58.4,58.6,58.7,59.5
Eswatini,SWZ,Global: Ease of doing business score (DB15 methodology),IC.BUS.EASE.DFRN.DB16,..,..,..,..,..,..,..,..,..,..,55.7,56.2,..,..,..,..,..
Eswatini,SWZ,Global: Ease of doing business score (DB10-14 methodology),IC.BUS.EASE.DFRN.DB1014,..,..,..,..,..,..,53.2,57.2,57.5,58.2,58.7,..,..,..,..,..,..
Eswatini,SWZ,Getting electricity: Total duration and frequency of outages per customer a year (0-3) (DB16-20 methodology),IC.ELC.OUTG.FREQ.DURS.03.DB1619,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0
Eswatini,SWZ,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,121
Eswatini,SWZ,Rank: Getting credit (1=most business-friendly regulations),IC.CRED.ACC.CRD.RK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,94
Eswatini,SWZ,Rank: Starting a business (1=most business-friendly regulations),IC.REG.STRT.BUS.RK.DB19,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,155
Eswatini,SWZ,Starting a business - Score,IC.REG.STRT.BUS.DFRN,..,..,63.4,63.7,64,64.5,64.6,65.7,66.2,66.8,70.9,73.5,73.5,74.3,74.4,74.1,77.2
Eswatini,SWZ,Starting a business: Cost - Men (% of income per capita),IC.REG.COST.PC.MA.ZS,..,..,43.2,41.1,38.7,35.1,33.9,33,29.2,24.1,27.7,23.3,23.4,16.6,16.4,18.3,10.7
Eswatini,SWZ,Starting a business: Cost - Women (% of income per capita),IC.REG.COST.PC.FE.ZS,..,..,43.2,41.1,38.7,35.1,33.9,33,29.2,24.1,27.7,23.3,23.4,16.6,16.4,18.3,10.7
Eswatini,SWZ,Starting a business: Procedures required - Men (number),IC.REG.PROC.MA.NO,..,..,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
Eswatini,SWZ,Starting a business: Procedures required - Women (number),IC.REG.PROC.FE.NO,..,..,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
Ethiopia,ETH,Ease of doing business score (DB15 methodology),IC.BUS.EASE.DFRN.DB15,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ethiopia,ETH,Getting credit (DB05-14 methodology) - Score,IC.CRED.ACC.CRD.DB0514.DFRN,..,25,25,25,25,25,25,25,25,25,25,..,..,..,..,..,..
Ethiopia,ETH,Getting credit (DB15-20 methodology) - Score,IC.CRED.ACC.CRD.DB1519.DFRN,..,..,..,..,..,..,..,..,..,..,15,15,15,15,15,15,15
Ethiopia,ETH,Getting electricity (DB16-20 methodology) - Score,IC.ELC.ACES.DFRN.DB1619,..,..,..,..,..,..,..,..,..,..,..,57.3,58.1,58.6,59.3,59.7,60.1
Ethiopia,ETH,Getting electricity (DB10-15 methodology) - Score,IC.ELC.ACES.DFRN.DB1015,..,..,..,..,..,..,66,71.1,69.6,72.8,75.5,76.4,..,..,..,..,..
Ethiopia,ETH,Getting electricity: Cost to get electricity (% of income per capita),IC.ELC.ACS.COST,..,..,..,..,..,..,4912.6,3673.7,3331.5,2556.5,1888,1676.6,1414.9,1238.8,1027.9,891.8,768.5
Ethiopia,ETH,Getting electricity: Price of electricity (US cents per kWh) (DB16-20 methodology),IC.ELC.PRI.KH.DB1619,..,..,..,..,..,..,..,..,..,..,..,4.7,4.7,4.4,4.1,3.9,3.6
Ethiopia,ETH,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,..,..,..,..,..,..,..,..,..,..,..,..,43.8,44.1,46.1,47.1,48
Ethiopia,ETH,Global: Ease of doing business score (DB15 methodology),IC.BUS.EASE.DFRN.DB16,..,..,..,..,..,..,..,..,..,..,45.7,46.1,..,..,..,..,..
Ethiopia,ETH,Global: Ease of doing business score (DB10-14 methodology),IC.BUS.EASE.DFRN.DB1014,..,..,..,..,..,..,45.7,47.8,47.8,48.8,47.4,..,..,..,..,..,..
Ethiopia,ETH,Getting electricity: Total duration and frequency of outages per customer a year (0-3) (DB16-20 methodology),IC.ELC.OUTG.FREQ.DURS.03.DB1619,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0
Ethiopia,ETH,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,159
Ethiopia,ETH,Rank: Getting credit (1=most business-friendly regulations),IC.CRED.ACC.CRD.RK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,176
Ethiopia,ETH,Rank: Starting a business (1=most business-friendly regulations),IC.REG.STRT.BUS.RK.DB19,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,168
Ethiopia,ETH,Starting a business - Score,IC.REG.STRT.BUS.DFRN,22.1,41.5,43.2,49.7,50.3,51.8,30.4,32.4,27.9,37.6,46.6,49.2,53.6,56,68.4,70.8,71.7
Ethiopia,ETH,Starting a business: Cost - Men (% of income per capita),IC.REG.COST.PC.MA.ZS,487.4,80.7,67.6,47.8,43,31.1,268.4,200.4,189.1,141.9,105,93.7,79.1,69.3,57.8,52.7,45.4
Ethiopia,ETH,Starting a business: Cost - Women (% of income per capita),IC.REG.COST.PC.FE.ZS,487.4,80.7,67.6,47.8,43,31.1,268.4,200.4,189.1,141.9,105,93.7,79.1,69.3,57.8,52.7,45.4
Ethiopia,ETH,Starting a business: Procedures required - Men (number),IC.REG.PROC.MA.NO,12,11,11,11,11,11,11,11,13,14,14,14,14,14,12,11,11
Ethiopia,ETH,Starting a business: Procedures required - Women (number),IC.REG.PROC.FE.NO,12,11,11,11,11,11,11,11,13,14,14,14,14,14,12,11,11
Fiji,FJI,Ease of doing business score (DB15 methodology),IC.BUS.EASE.DFRN.DB15,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,Getting credit (DB05-14 methodology) - Score,IC.CRED.ACC.CRD.DB0514.DFRN,..,62.5,68.8,68.8,68.8,68.8,68.8,68.8,68.8,68.8,68.8,..,..,..,..,..,..
Fiji,FJI,Getting credit (DB15-20 methodology) - Score,IC.CRED.ACC.CRD.DB1519.DFRN,..,..,..,..,..,..,..,..,..,..,50,50,50,25,25,25,25
Fiji,FJI,Getting electricity (DB16-20 methodology) - Score,IC.ELC.ACES.DFRN.DB1619,..,..,..,..,..,..,..,..,..,..,..,71,71.3,71.9,72.2,72.4,72.8
Fiji,FJI,Getting electricity (DB10-15 methodology) - Score,IC.ELC.ACES.DFRN.DB1015,..,..,..,..,..,..,76.6,76.9,76.5,77.5,77.8,78,..,..,..,..,..
Fiji,FJI,Getting electricity: Cost to get electricity (% of income per capita),IC.ELC.ACS.COST,..,..,..,..,..,..,2125.1,2035.8,2147.9,1904.7,1835.3,1784.9,1692.5,1477.7,1391.9,1307.7,1191.4
Fiji,FJI,Getting electricity: Price of electricity (US cents per kWh) (DB16-20 methodology),IC.ELC.PRI.KH.DB1619,..,..,..,..,..,..,..,..,..,..,..,24.7,24,22.2,21.1,20.3,21.8
Fiji,FJI,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,..,..,..,..,..,..,..,..,..,..,..,..,62.8,61.3,61.3,61.4,61.5
Fiji,FJI,Global: Ease of doing business score (DB15 methodology),IC.BUS.EASE.DFRN.DB16,..,..,..,..,..,..,..,..,..,..,63.6,63.6,..,..,..,..,..
Fiji,FJI,Global: Ease of doing business score (DB10-14 methodology),IC.BUS.EASE.DFRN.DB1014,..,..,..,..,..,..,67.2,67.4,67.3,66.5,66.1,..,..,..,..,..,..
Fiji,FJI,Getting electricity: Total duration and frequency of outages per customer a year (0-3) (DB16-20 methodology),IC.ELC.OUTG.FREQ.DURS.03.DB1619,..,..,..,..,..,..,..,..,..,..,..,1,1,1,1,1,1
Fiji,FJI,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,102
Fiji,FJI,Rank: Getting credit (1=most business-friendly regulations),IC.CRED.ACC.CRD.RK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,165
Fiji,FJI,Rank: Starting a business (1=most business-friendly regulations),IC.REG.STRT.BUS.RK.DB19,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,163
Fiji,FJI,Starting a business - Score,IC.REG.STRT.BUS.DFRN,79.7,79.9,75.2,75.5,75.6,75.6,75.6,75.8,74.2,67.8,68,68,68.2,73.1,73.3,73.4,73.6
Fiji,FJI,Starting a business: Cost - Men (% of income per capita),IC.REG.COST.PC.MA.ZS,30.2,28.9,28.4,25.8,25.3,25.2,25.3,23.8,25.1,24,23.1,22.5,21.3,17.9,16.9,15.9,14.5
Fiji,FJI,Starting a business: Cost - Women (% of income per capita),IC.REG.COST.PC.FE.ZS,30.2,28.9,28.4,25.8,25.3,25.2,25.3,23.8,25.1,24,23.1,22.5,21.3,17.9,16.9,15.9,14.5
Fiji,FJI,Starting a business: Procedures required - Men (number),IC.REG.PROC.MA.NO,7,7,8,8,8,8,8,8,9,11,11,11,11,11,11,11,11
Fiji,FJI,Starting a business: Procedures required - Women (number),IC.REG.PROC.FE.NO,7,7,8,8,8,8,8,8,9,11,11,11,11,11,11,11,11
Finland,FIN,Ease of doing business score (DB15 methodology),IC.BUS.EASE.DFRN.DB15,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Getting credit (DB05-14 methodology) - Score,IC.CRED.ACC.CRD.DB0514.DFRN,..,75,75,75,75,75,75,75,75,75,75,..,..,..,..,..,..
Finland,FIN,Getting credit (DB15-20 methodology) - Score,IC.CRED.ACC.CRD.DB1519.DFRN,..,..,..,..,..,..,..,..,..,..,60,60,60,60,60,60,60
Finland,FIN,Getting electricity (DB16-20 methodology) - Score,IC.ELC.ACES.DFRN.DB1619,..,..,..,..,..,..,..,..,..,..,..,89,89,89,89,89,89
Finland,FIN,Getting electricity (DB10-15 methodology) - Score,IC.ELC.ACES.DFRN.DB1015,..,..,..,..,..,..,85.3,85.3,85.3,85.3,85.3,85.3,..,..,..,..,..
Finland,FIN,Getting electricity: Cost to get electricity (% of income per capita),IC.ELC.ACS.COST,..,..,..,..,..,..,29.4,34.4,31.7,29.6,29.6,29.7,29.1,28.5,27.6,26.4,27.5
Finland,FIN,Getting electricity: Price of electricity (US cents per kWh) (DB16-20 methodology),IC.ELC.PRI.KH.DB1619,..,..,..,..,..,..,..,..,..,..,..,16.4,14.3,12.7,11.8,11.3,13.3
Finland,FIN,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,..,..,..,..,..,..,..,..,..,..,..,..,80.1,80.1,80,80,80.2
Finland,FIN,Global: Ease of doing business score (DB15 methodology),IC.BUS.EASE.DFRN.DB16,..,..,..,..,..,..,..,..,..,..,80.5,79.6,..,..,..,..,..
Finland,FIN,Global: Ease of doing business score (DB10-14 methodology),IC.BUS.EASE.DFRN.DB1014,..,..,..,..,..,..,80.5,81,81.7,81.7,81.5,..,..,..,..,..,..
Finland,FIN,Getting electricity: Total duration and frequency of outages per customer a year (0-3) (DB16-20 methodology),IC.ELC.OUTG.FREQ.DURS.03.DB1619,..,..,..,..,..,..,..,..,..,..,..,3,3,3,3,3,3
Finland,FIN,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20
Finland,FIN,Rank: Getting credit (1=most business-friendly regulations),IC.CRED.ACC.CRD.RK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,80
Finland,FIN,Rank: Starting a business (1=most business-friendly regulations),IC.REG.STRT.BUS.RK.DB19,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31
Finland,FIN,Starting a business - Score,IC.REG.STRT.BUS.DFRN,87.4,90.9,91,91.1,92.3,92.3,92.3,92.3,92.3,92.4,92.4,92.4,92.4,92.4,92.4,92.4,93.5
Finland,FIN,Starting a business: Cost - Men (% of income per capita),IC.REG.COST.PC.MA.ZS,1.1,1.2,1.2,1.1,1,1,0.9,1,1,0.9,0.9,0.9,0.9,0.9,0.8,0.8,0.7
Finland,FIN,Starting a business: Cost - Women (% of income per capita),IC.REG.COST.PC.FE.ZS,1.1,1.2,1.2,1.1,1,1,0.9,1,1,0.9,0.9,0.9,0.9,0.9,0.8,0.8,0.7
Finland,FIN,Starting a business: Procedures required - Men (number),IC.REG.PROC.MA.NO,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Finland,FIN,Starting a business: Procedures required - Women (number),IC.REG.PROC.FE.NO,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
France,FRA,Ease of doing business score (DB15 methodology),IC.BUS.EASE.DFRN.DB15,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
France,FRA,Getting credit (DB05-14 methodology) - Score,IC.CRED.ACC.CRD.DB0514.DFRN,..,43.8,43.8,50,56.3,56.3,56.3,56.3,56.3,56.3,56.3,..,..,..,..,..,..
France,FRA,Getting credit (DB15-20 methodology) - Score,IC.CRED.ACC.CRD.DB1519.DFRN,..,..,..,..,..,..,..,..,..,..,50,50,50,50,50,50,50
France,FRA,Getting electricity (DB16-20 methodology) - Score,IC.ELC.ACES.DFRN.DB1619,..,..,..,..,..,..,..,..,..,..,..,85.9,85.9,85.9,85.9,92,92
France,FRA,Getting electricity (DB10-15 methodology) - Score,IC.ELC.ACES.DFRN.DB1015,..,..,..,..,..,..,81.2,81.2,81.2,81.2,81.2,81.2,..,..,..,..,..
France,FRA,Getting electricity: Cost to get electricity (% of income per capita),IC.ELC.ACS.COST,..,..,..,..,..,..,6.4,6.6,6.7,6.7,6.6,6.5,6.3,6.1,6,5.8,5
France,FRA,Getting electricity: Price of electricity (US cents per kWh) (DB16-20 methodology),IC.ELC.PRI.KH.DB1619,..,..,..,..,..,..,..,..,..,..,..,14.2,14.3,14.5,13.6,13,13.6
France,FRA,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,..,..,..,..,..,..,..,..,..,..,..,..,76.1,76.3,76,76.8,76.8
France,FRA,Global: Ease of doing business score (DB15 methodology),IC.BUS.EASE.DFRN.DB16,..,..,..,..,..,..,..,..,..,..,71.2,73,..,..,..,..,..
France,FRA,Global: Ease of doing business score (DB10-14 methodology),IC.BUS.EASE.DFRN.DB1014,..,..,..,..,..,..,70.3,71,71.1,70.6,70.4,..,..,..,..,..,..
France,FRA,Getting electricity: Total duration and frequency of outages per customer a year (0-3) (DB16-20 methodology),IC.ELC.OUTG.FREQ.DURS.03.DB1619,..,..,..,..,..,..,..,..,..,..,..,3,3,3,3,3,3
France,FRA,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32
France,FRA,Rank: Getting credit (1=most business-friendly regulations),IC.CRED.ACC.CRD.RK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,104
France,FRA,Rank: Starting a business (1=most business-friendly regulations),IC.REG.STRT.BUS.RK.DB19,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37
France,FRA,Starting a business - Score,IC.REG.STRT.BUS.DFRN,77.5,92.3,92.3,92.3,92.4,92.5,92.5,92.5,92.5,92.5,92.5,93,93.1,93.3,93.3,93.3,93.1
France,FRA,Starting a business: Cost - Men (% of income per capita),IC.REG.COST.PC.MA.ZS,1.4,1.1,1.2,1.1,1.1,1,0.9,0.9,0.9,0.9,0.9,0.9,0.8,0.7,0.7,0.7,0.7
France,FRA,Starting a business: Cost - Women (% of income per capita),IC.REG.COST.PC.FE.ZS,1.4,1.1,1.2,1.1,1.1,1,0.9,0.9,0.9,0.9,0.9,0.9,0.8,0.7,0.7,0.7,0.7
France,FRA,Starting a business: Procedures required - Men (number),IC.REG.PROC.MA.NO,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
France,FRA,Starting a business: Procedures required - Women (number),IC.REG.PROC.FE.NO,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Gabon,GAB,Ease of doing business score (DB15 methodology),IC.BUS.EASE.DFRN.DB15,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gabon,GAB,Getting credit (DB05-14 methodology) - Score,IC.CRED.ACC.CRD.DB0514.DFRN,..,..,18.8,18.8,18.8,18.8,18.8,31.3,50,50,50,..,..,..,..,..,..
Gabon,GAB,Getting credit (DB15-20 methodology) - Score,IC.CRED.ACC.CRD.DB1519.DFRN,..,..,..,..,..,..,..,..,..,..,40,40,40,40,40,40,40
Gabon,GAB,Getting electricity (DB16-20 methodology) - Score,IC.ELC.ACES.DFRN.DB1619,..,..,..,..,..,..,..,..,..,..,..,41.1,40.7,40.8,40.2,49.6,49.8
Gabon,GAB,Getting electricity (DB10-15 methodology) - Score,IC.ELC.ACES.DFRN.DB1015,..,..,..,..,..,..,49.3,48,49.3,53,54.9,54.8,..,..,..,..,..
Gabon,GAB,Getting electricity: Cost to get electricity (% of income per capita),IC.ELC.ACS.COST,..,..,..,..,..,..,1349.7,1664.2,1345,1133.7,981.4,995.5,1128.8,1101.7,1294.5,1294.9,1235.5
Gabon,GAB,Getting electricity: Price of electricity (US cents per kWh) (DB16-20 methodology),IC.ELC.PRI.KH.DB1619,..,..,..,..,..,..,..,..,..,..,..,22.2,22.6,21.2,19.4,18.9,19.1
Gabon,GAB,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,..,..,..,..,..,..,..,..,..,..,..,..,44,43.7,44.7,44.5,45
Gabon,GAB,Global: Ease of doing business score (DB15 methodology),IC.BUS.EASE.DFRN.DB16,..,..,..,..,..,..,..,..,..,..,50.7,50.3,..,..,..,..,..
Gabon,GAB,Global: Ease of doing business score (DB10-14 methodology),IC.BUS.EASE.DFRN.DB1014,..,..,..,..,..,..,49.1,49.8,52.2,51.8,53.1,..,..,..,..,..,..
Gabon,GAB,Getting electricity: Total duration and frequency of outages per customer a year (0-3) (DB16-20 methodology),IC.ELC.OUTG.FREQ.DURS.03.DB1619,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0
Gabon,GAB,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,169
Gabon,GAB,Rank: Getting credit (1=most business-friendly regulations),IC.CRED.ACC.CRD.RK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,132
Gabon,GAB,Rank: Starting a business (1=most business-friendly regulations),IC.REG.STRT.BUS.RK.DB19,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,96
