Country Name,Country Code,Series Name,Series Code,2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Tunisia,TUN,Getting credit (DB05-14 methodology) - Score,IC.CRED.ACC.CRD.DB0514.DFRN,..,25,25,25,37.5,50,50,50,50,50,50,..,..,..,..,..,..
Tunisia,TUN,Getting credit (DB15-20 methodology) - Score,IC.CRED.ACC.CRD.DB1519.DFRN,..,..,..,..,..,..,..,..,..,..,40,40,40,50,50,50,50
Tunisia,TUN,Getting electricity (DB16-20 methodology) - Score,IC.ELC.ACES.DFRN.DB1619,..,..,..,..,..,..,..,..,..,..,..,82.2,82.4,82.3,82.3,82.4,82.3
Tunisia,TUN,Getting electricity (DB10-15 methodology) - Score,IC.ELC.ACES.DFRN.DB1015,..,..,..,..,..,..,82.7,83.3,84,84,84.3,84.6,..,..,..,..,..
Tunisia,TUN,Getting electricity: Cost to get electricity (% of income per capita),IC.ELC.ACS.COST,..,..,..,..,..,..,1210.7,1062.8,894.1,878.5,811.9,738.7,677.7,696.6,712.1,664.8,719.1
Tunisia,TUN,Getting electricity: Price of electricity (US cents per kWh) (DB16-20 methodology),IC.ELC.PRI.KH.DB1619,..,..,..,..,..,..,..,..,..,..,..,10.1,10.4,9.6,9,9.7,7.7
Tunisia,TUN,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,..,..,..,..,..,..,..,..,..,..,..,..,64.6,65.5,65.3,67.2,68.7
Tunisia,TUN,Global: Ease of doing business score (DB15 methodology),IC.BUS.EASE.DFRN.DB16,..,..,..,..,..,..,..,..,..,..,67.4,67.3,..,..,..,..,..
Tunisia,TUN,Global: Ease of doing business score (DB10-14 methodology),IC.BUS.EASE.DFRN.DB1014,..,..,..,..,..,..,66.5,68.3,68.1,68.3,68.4,..,..,..,..,..,..
Tunisia,TUN,Getting electricity: Total duration and frequency of outages per customer a year (0-3) (DB16-20 methodology),IC.ELC.OUTG.FREQ.DURS.03.DB1619,..,..,..,..,..,..,..,..,..,..,..,2,2,2,2,2,2
Tunisia,TUN,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,78
Tunisia,TUN,Rank: Getting credit (1=most business-friendly regulations),IC.CRED.ACC.CRD.RK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,104
Tunisia,TUN,Rank: Starting a business (1=most business-friendly regulations),IC.REG.STRT.BUS.RK.DB19,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19
Tunisia,TUN,Starting a business - Score,IC.REG.STRT.BUS.DFRN,59.2,78.7,79,79.2,79.5,81.2,81.4,81.5,81.6,81.6,81.6,81.6,81.7,81.6,81.6,88.5,94.6
Tunisia,TUN,Starting a business: Cost - Men (% of income per capita),IC.REG.COST.PC.MA.ZS,11.9,11.1,10.1,9.3,8.3,7.9,5.7,5,4.2,4.1,4.7,4.2,3.9,4.7,4.6,4.3,2.9
Tunisia,TUN,Starting a business: Cost - Women (% of income per capita),IC.REG.COST.PC.FE.ZS,11.9,11.1,10.1,9.3,8.3,7.9,5.7,5,4.2,4.1,4.7,4.2,3.9,4.7,4.6,4.3,2.9
Tunisia,TUN,Starting a business: Procedures required - Men (number),IC.REG.PROC.MA.NO,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,7,3
Tunisia,TUN,Starting a business: Procedures required - Women (number),IC.REG.PROC.FE.NO,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,7,3
Turkey,TUR,Ease of doing business score (DB15 methodology),IC.BUS.EASE.DFRN.DB15,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Turkey,TUR,Getting credit (DB05-14 methodology) - Score,IC.CRED.ACC.CRD.DB0514.DFRN,..,50,50,56.3,56.3,56.3,56.3,56.3,56.3,56.3,56.3,..,..,..,..,..,..
Turkey,TUR,Getting credit (DB15-20 methodology) - Score,IC.CRED.ACC.CRD.DB1519.DFRN,..,..,..,..,..,..,..,..,..,..,40,45,45,45,55,75,75
Turkey,TUR,Getting electricity (DB16-20 methodology) - Score,IC.ELC.ACES.DFRN.DB1619,..,..,..,..,..,..,..,..,..,..,..,83.5,80.6,80.6,81,81.2,84.5
Turkey,TUR,Getting electricity (DB10-15 methodology) - Score,IC.ELC.ACES.DFRN.DB1015,..,..,..,..,..,..,79.5,79.4,79.8,80.2,86.1,86.3,..,..,..,..,..
Turkey,TUR,Getting electricity: Cost to get electricity (% of income per capita),IC.ELC.ACS.COST,..,..,..,..,..,..,688.9,714.3,624.4,517.9,475.3,435.3,601.6,600.4,457.7,389.5,62.3
Turkey,TUR,Getting electricity: Price of electricity (US cents per kWh) (DB16-20 methodology),IC.ELC.PRI.KH.DB1619,..,..,..,..,..,..,..,..,..,..,..,14.2,14,14.2,12.1,10.1,8.9
Turkey,TUR,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,..,..,..,..,..,..,..,..,..,..,..,..,69.1,69.4,70.9,75.3,76.8
Turkey,TUR,Global: Ease of doing business score (DB15 methodology),IC.BUS.EASE.DFRN.DB16,..,..,..,..,..,..,..,..,..,..,67.8,68.8,..,..,..,..,..
Turkey,TUR,Global: Ease of doing business score (DB10-14 methodology),IC.BUS.EASE.DFRN.DB1014,..,..,..,..,..,..,65.3,65.3,65.7,66.8,68.5,..,..,..,..,..,..
Turkey,TUR,Getting electricity: Total duration and frequency of outages per customer a year (0-3) (DB16-20 methodology),IC.ELC.OUTG.FREQ.DURS.03.DB1619,..,..,..,..,..,..,..,..,..,..,..,1,0,0,0,0,0
Turkey,TUR,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33
Turkey,TUR,Rank: Getting credit (1=most business-friendly regulations),IC.CRED.ACC.CRD.RK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37
Turkey,TUR,Rank: Starting a business (1=most business-friendly regulations),IC.REG.STRT.BUS.RK.DB19,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,77
Turkey,TUR,Starting a business - Score,IC.REG.STRT.BUS.DFRN,62.9,79.4,79.4,79.6,80.5,81.6,81.8,81.4,81.4,81.6,81,79.1,79.2,81,81.9,88.2,88.8
Turkey,TUR,Starting a business: Cost - Men (% of income per capita),IC.REG.COST.PC.MA.ZS,36.8,26,28.7,27.7,21.8,15.6,14.8,17.8,18.1,17.6,19.3,22.5,22.2,21.8,15.9,10.6,6
Turkey,TUR,Starting a business: Cost - Women (% of income per capita),IC.REG.COST.PC.FE.ZS,36.8,26,28.7,27.7,21.8,15.6,14.8,17.8,18.1,17.6,19.3,22.5,22.2,21.8,15.9,10.6,6
Turkey,TUR,Starting a business: Procedures required - Men (number),IC.REG.PROC.MA.NO,15,10,10,10,10,10,10,10,10,10,10,11,11,10,10,7,7
Turkey,TUR,Starting a business: Procedures required - Women (number),IC.REG.PROC.FE.NO,15,10,10,10,10,10,10,10,10,10,10,11,11,10,10,7,7
Uganda,UGA,Ease of doing business score (DB15 methodology),IC.BUS.EASE.DFRN.DB15,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Uganda,UGA,Getting credit (DB05-14 methodology) - Score,IC.CRED.ACC.CRD.DB0514.DFRN,..,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,..,..,..,..,..,..
Uganda,UGA,Getting credit (DB15-20 methodology) - Score,IC.CRED.ACC.CRD.DB1519.DFRN,..,..,..,..,..,..,..,..,..,..,25,25,60,60,60,60,60
Uganda,UGA,Getting electricity (DB16-20 methodology) - Score,IC.ELC.ACES.DFRN.DB1619,..,..,..,..,..,..,..,..,..,..,..,25.1,30.1,32.3,34.1,34.1,48.4
Uganda,UGA,Getting electricity (DB10-15 methodology) - Score,IC.ELC.ACES.DFRN.DB1015,..,..,..,..,..,..,40.9,53.8,33.5,33.5,33.5,33.5,..,..,..,..,..
Uganda,UGA,Getting electricity: Cost to get electricity (% of income per capita),IC.ELC.ACS.COST,..,..,..,..,..,..,7021.5,5990.8,15622.7,14082.1,13575.8,11004.9,9030.5,8449,7508.4,7513.6,6930.1
Uganda,UGA,Getting electricity: Price of electricity (US cents per kWh) (DB16-20 methodology),IC.ELC.PRI.KH.DB1619,..,..,..,..,..,..,..,..,..,..,..,19.3,20.9,22.7,16.5,17.1,16.9
Uganda,UGA,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,..,..,..,..,..,..,..,..,..,..,..,..,56.6,57.3,57.9,58.4,60
Uganda,UGA,Global: Ease of doing business score (DB15 methodology),IC.BUS.EASE.DFRN.DB16,..,..,..,..,..,..,..,..,..,..,49.8,51.9,..,..,..,..,..
Uganda,UGA,Global: Ease of doing business score (DB10-14 methodology),IC.BUS.EASE.DFRN.DB1014,..,..,..,..,..,..,47.5,49.8,48.9,48.8,50.1,..,..,..,..,..,..
Uganda,UGA,Getting electricity: Total duration and frequency of outages per customer a year (0-3) (DB16-20 methodology),IC.ELC.OUTG.FREQ.DURS.03.DB1619,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0
Uganda,UGA,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,116
Uganda,UGA,Rank: Getting credit (1=most business-friendly regulations),IC.CRED.ACC.CRD.RK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,80
Uganda,UGA,Rank: Starting a business (1=most business-friendly regulations),IC.REG.STRT.BUS.RK.DB19,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,169
Uganda,UGA,Starting a business - Score,IC.REG.STRT.BUS.DFRN,52.1,53.7,55.2,57.1,57.6,57.2,59.3,59.7,63.9,64.1,64.2,65.1,68.2,70.2,71.1,71.1,71.4
Uganda,UGA,Starting a business: Cost - Men (% of income per capita),IC.REG.COST.PC.MA.ZS,123.2,110.5,99.2,96,92,100.7,84.4,94.4,84.5,76.7,78.3,70.9,48.6,46.1,42.6,42.7,40.5
Uganda,UGA,Starting a business: Cost - Women (% of income per capita),IC.REG.COST.PC.FE.ZS,123.2,110.5,99.2,96,92,100.7,84.4,94.4,84.5,76.7,78.3,70.9,48.6,46.1,42.6,42.7,40.5
Uganda,UGA,Starting a business: Procedures required - Men (number),IC.REG.PROC.MA.NO,17,17,17,17,17,17,17,16,14,14,14,14,14,13,13,13,13
Uganda,UGA,Starting a business: Procedures required - Women (number),IC.REG.PROC.FE.NO,17,17,17,17,17,17,17,16,14,14,14,14,14,13,13,13,13
Ukraine,UKR,Ease of doing business score (DB15 methodology),IC.BUS.EASE.DFRN.DB15,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ukraine,UKR,Getting credit (DB05-14 methodology) - Score,IC.CRED.ACC.CRD.DB0514.DFRN,..,31.3,56.3,56.3,56.3,56.3,56.3,81.3,81.3,81.3,87.5,..,..,..,..,..,..
Ukraine,UKR,Getting credit (DB15-20 methodology) - Score,IC.CRED.ACC.CRD.DB1519.DFRN,..,..,..,..,..,..,..,..,..,..,75,75,75,75,75,75,75
Ukraine,UKR,Getting electricity (DB16-20 methodology) - Score,IC.ELC.ACES.DFRN.DB1619,..,..,..,..,..,..,..,..,..,..,..,54.6,54.8,58.4,58.8,59.2,62.5
Ukraine,UKR,Getting electricity (DB10-15 methodology) - Score,IC.ELC.ACES.DFRN.DB1015,..,..,..,..,..,..,32.3,32.2,32.4,32.5,52,51.9,..,..,..,..,..
Ukraine,UKR,Getting electricity: Cost to get electricity (% of income per capita),IC.ELC.ACS.COST,..,..,..,..,..,..,262.9,275.2,229.2,192.3,855.5,882.7,795.3,637.6,525.2,402.5,353.2
Ukraine,UKR,Getting electricity: Price of electricity (US cents per kWh) (DB16-20 methodology),IC.ELC.PRI.KH.DB1619,..,..,..,..,..,..,..,..,..,..,..,12.5,13.6,9.1,6.9,7.1,6.4
Ukraine,UKR,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,..,..,..,..,..,..,..,..,..,..,..,..,64.2,65.4,68.1,69.1,70.2
Ukraine,UKR,Global: Ease of doing business score (DB15 methodology),IC.BUS.EASE.DFRN.DB16,..,..,..,..,..,..,..,..,..,..,59.9,62.4,..,..,..,..,..
Ukraine,UKR,Global: Ease of doing business score (DB10-14 methodology),IC.BUS.EASE.DFRN.DB1014,..,..,..,..,..,..,40.8,45.4,45.5,49.8,60,..,..,..,..,..,..
Ukraine,UKR,Getting electricity: Total duration and frequency of outages per customer a year (0-3) (DB16-20 methodology),IC.ELC.OUTG.FREQ.DURS.03.DB1619,..,..,..,..,..,..,..,..,..,..,..,1,1,2,2,2,2
Ukraine,UKR,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,64
Ukraine,UKR,Rank: Getting credit (1=most business-friendly regulations),IC.CRED.ACC.CRD.RK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37
Ukraine,UKR,Rank: Starting a business (1=most business-friendly regulations),IC.REG.STRT.BUS.RK.DB19,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,61
Ukraine,UKR,Starting a business - Score,IC.REG.STRT.BUS.DFRN,56.4,59.5,56.2,63,64.5,66.6,67.9,77.4,79.8,83.8,85.5,85.6,92.1,91,91,91.1,91.1
Ukraine,UKR,Starting a business: Cost - Men (% of income per capita),IC.REG.COST.PC.MA.ZS,29.9,21.3,13.4,11.5,9.8,6.8,6.8,7.1,5.2,2.2,1.9,1.8,1.1,0.9,0.8,0.6,0.5
Ukraine,UKR,Starting a business: Cost - Women (% of income per capita),IC.REG.COST.PC.FE.ZS,29.9,21.3,13.4,11.5,9.8,6.8,6.8,7.1,5.2,2.2,1.9,1.8,1.1,0.9,0.8,0.6,0.5
Ukraine,UKR,Starting a business: Procedures required - Men (number),IC.REG.PROC.MA.NO,16,16,16,11,11,11,11,11,10,8,7,7,5,6,6,6,6
Ukraine,UKR,Starting a business: Procedures required - Women (number),IC.REG.PROC.FE.NO,16,16,16,11,11,11,11,11,10,8,7,7,5,6,6,6,6
United Arab Emirates,ARE,Ease of doing business score (DB15 methodology),IC.BUS.EASE.DFRN.DB15,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
United Arab Emirates,ARE,Getting credit (DB05-14 methodology) - Score,IC.CRED.ACC.CRD.DB0514.DFRN,..,25,25,25,25,56.3,56.3,56.3,56.3,56.3,56.3,..,..,..,..,..,..
United Arab Emirates,ARE,Getting credit (DB15-20 methodology) - Score,IC.CRED.ACC.CRD.DB1519.DFRN,..,..,..,..,..,..,..,..,..,..,40,45,45,45,50,70,70
United Arab Emirates,ARE,Getting electricity (DB16-20 methodology) - Score,IC.ELC.ACES.DFRN.DB1619,..,..,..,..,..,..,..,..,..,..,..,95,95.3,98.8,99.9,100,100
United Arab Emirates,ARE,Getting electricity (DB10-15 methodology) - Score,IC.ELC.ACES.DFRN.DB1015,..,..,..,..,..,..,89,89,89,91.2,97.4,97.4,..,..,..,..,..
United Arab Emirates,ARE,Getting electricity: Cost to get electricity (% of income per capita),IC.ELC.ACS.COST,..,..,..,..,..,..,17.3,22.1,22.1,19.3,24.8,24.2,23.5,24.7,25.2,0,0
United Arab Emirates,ARE,Getting electricity: Price of electricity (US cents per kWh) (DB16-20 methodology),IC.ELC.PRI.KH.DB1619,..,..,..,..,..,..,..,..,..,..,..,10.6,11.7,12.2,12.3,11,10.9
United Arab Emirates,ARE,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,..,..,..,..,..,..,..,..,..,..,..,..,76.3,77.4,79.3,81.6,80.9
United Arab Emirates,ARE,Global: Ease of doing business score (DB15 methodology),IC.BUS.EASE.DFRN.DB16,..,..,..,..,..,..,..,..,..,..,74.6,76.5,..,..,..,..,..
United Arab Emirates,ARE,Global: Ease of doing business score (DB10-14 methodology),IC.BUS.EASE.DFRN.DB1014,..,..,..,..,..,..,71.8,71.9,72.2,73.6,76.1,..,..,..,..,..,..
United Arab Emirates,ARE,Getting electricity: Total duration and frequency of outages per customer a year (0-3) (DB16-20 methodology),IC.ELC.OUTG.FREQ.DURS.03.DB1619,..,..,..,..,..,..,..,..,..,..,..,3,3,3,3,3,3
United Arab Emirates,ARE,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16
United Arab Emirates,ARE,Rank: Getting credit (1=most business-friendly regulations),IC.CRED.ACC.CRD.RK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,48
United Arab Emirates,ARE,Rank: Starting a business (1=most business-friendly regulations),IC.REG.STRT.BUS.RK.DB19,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17
United Arab Emirates,ARE,Starting a business - Score,IC.REG.STRT.BUS.DFRN,63.9,65.1,66.7,68.3,70.8,71.2,83.8,83.6,85.5,88.5,88.5,88.5,88.5,91.2,91.2,94.1,94.8
United Arab Emirates,ARE,Starting a business: Cost - Men (% of income per capita),IC.REG.COST.PC.MA.ZS,18.8,17.5,15.8,13,13.9,11.6,11.1,12.6,13.4,11,11.4,11.3,11.2,13,13.4,22.8,17.2
United Arab Emirates,ARE,Starting a business: Cost - Women (% of income per capita),IC.REG.COST.PC.FE.ZS,18.8,17.5,15.8,13,13.9,11.6,11.1,12.6,13.4,11,11.4,11.3,11.2,13,13.4,22.8,17.2
United Arab Emirates,ARE,Starting a business: Procedures required - Men (number),IC.REG.PROC.MA.NO,10,10,10,10,9,9,8,8,7,6,6,6,6,4,4,2,2
United Arab Emirates,ARE,Starting a business: Procedures required - Women (number),IC.REG.PROC.FE.NO,11,11,11,11,10,10,9,9,8,7,7,7,7,5,5,3,3
United Kingdom,GBR,Ease of doing business score (DB15 methodology),IC.BUS.EASE.DFRN.DB15,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
United Kingdom,GBR,Getting credit (DB05-14 methodology) - Score,IC.CRED.ACC.CRD.DB0514.DFRN,..,100,100,100,100,100,100,100,100,100,100,..,..,..,..,..,..
United Kingdom,GBR,Getting credit (DB15-20 methodology) - Score,IC.CRED.ACC.CRD.DB1519.DFRN,..,..,..,..,..,..,..,..,..,..,75,75,75,75,75,75,75
United Kingdom,GBR,Getting electricity (DB16-20 methodology) - Score,IC.ELC.ACES.DFRN.DB1619,..,..,..,..,..,..,..,..,..,..,..,93.3,93.3,93.3,93.3,96.4,96.9
United Kingdom,GBR,Getting electricity (DB10-15 methodology) - Score,IC.ELC.ACES.DFRN.DB1015,..,..,..,..,..,..,81.1,81.1,80.8,81.4,90.8,91,..,..,..,..,..
United Kingdom,GBR,Getting electricity: Cost to get electricity (% of income per capita),IC.ELC.ACS.COST,..,..,..,..,..,..,72.8,74.7,141.8,138.7,91.9,29.2,26.7,25.8,24.9,23.9,23.1
United Kingdom,GBR,Getting electricity: Price of electricity (US cents per kWh) (DB16-20 methodology),IC.ELC.PRI.KH.DB1619,..,..,..,..,..,..,..,..,..,..,..,15,15.6,15.5,16.1,17.2,17.7
United Kingdom,GBR,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,..,..,..,..,..,..,..,..,..,..,..,..,83.3,83.3,83.2,83.6,83.5
United Kingdom,GBR,Global: Ease of doing business score (DB15 methodology),IC.BUS.EASE.DFRN.DB16,..,..,..,..,..,..,..,..,..,..,82.7,82.9,..,..,..,..,..
United Kingdom,GBR,Global: Ease of doing business score (DB10-14 methodology),IC.BUS.EASE.DFRN.DB1014,..,..,..,..,..,..,83,83.6,83.7,83.7,84.8,..,..,..,..,..,..
United Kingdom,GBR,Getting electricity: Total duration and frequency of outages per customer a year (0-3) (DB16-20 methodology),IC.ELC.OUTG.FREQ.DURS.03.DB1619,..,..,..,..,..,..,..,..,..,..,..,3,3,3,3,3,3
United Kingdom,GBR,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8
United Kingdom,GBR,Rank: Getting credit (1=most business-friendly regulations),IC.CRED.ACC.CRD.RK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37
United Kingdom,GBR,Rank: Starting a business (1=most business-friendly regulations),IC.REG.STRT.BUS.RK.DB19,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18
United Kingdom,GBR,Starting a business - Score,IC.REG.STRT.BUS.DFRN,89.6,89.6,89.8,89.8,89.8,89.8,89.8,89.8,89.8,89.8,89.8,91.2,94.6,94.6,94.6,94.6,94.6
United Kingdom,GBR,Starting a business: Cost - Men (% of income per capita),IC.REG.COST.PC.MA.ZS,1,0.9,0.7,0.7,0.8,0.8,0.7,0.7,0.7,0.7,0.3,0.3,0.1,0.1,0,0,0
United Kingdom,GBR,Starting a business: Cost - Women (% of income per capita),IC.REG.COST.PC.FE.ZS,1,0.9,0.7,0.7,0.8,0.8,0.7,0.7,0.7,0.7,0.3,0.3,0.1,0.1,0,0,0
United Kingdom,GBR,Starting a business: Procedures required - Men (number),IC.REG.PROC.MA.NO,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4
United Kingdom,GBR,Starting a business: Procedures required - Women (number),IC.REG.PROC.FE.NO,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4
United States,USA,Ease of doing business score (DB15 methodology),IC.BUS.EASE.DFRN.DB15,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,Getting credit (DB05-14 methodology) - Score,IC.CRED.ACC.CRD.DB0514.DFRN,..,..,..,..,..,..,..,..,..,..,93.8,..,..,..,..,..,..
United States,USA,Getting credit (DB15-20 methodology) - Score,IC.CRED.ACC.CRD.DB1519.DFRN,..,..,..,..,..,..,..,..,..,..,95,95,95,95,95,95,95
United States,USA,Getting electricity (DB16-20 methodology) - Score,IC.ELC.ACES.DFRN.DB1619,..,..,..,..,..,..,..,..,..,..,..,82.1,82.1,82.1,82.1,82.1,82.2
United States,USA,Getting electricity (DB10-15 methodology) - Score,IC.ELC.ACES.DFRN.DB1015,..,..,..,..,..,..,..,..,..,..,79.5,79.5,..,..,..,..,..
United States,USA,Getting electricity: Cost to get electricity (% of income per capita),IC.ELC.ACS.COST,..,..,..,..,..,..,..,..,..,..,27.2,25.5,24.6,24.4,23.7,22.9,21.7
United States,USA,Getting electricity: Price of electricity (US cents per kWh) (DB16-20 methodology),IC.ELC.PRI.KH.DB1619,..,..,..,..,..,..,..,..,..,..,..,15.2,15.3,16.4,16.6,17.1,18.1
United States,USA,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,..,..,..,..,..,..,..,..,..,..,..,..,83.6,83.6,83.6,83.6,84
United States,USA,Global: Ease of doing business score (DB15 methodology),IC.BUS.EASE.DFRN.DB16,..,..,..,..,..,..,..,..,..,..,82.6,82.6,..,..,..,..,..
United States,USA,Global: Ease of doing business score (DB10-14 methodology),IC.BUS.EASE.DFRN.DB1014,..,..,..,..,..,..,..,..,..,..,83.5,..,..,..,..,..,..
United States,USA,Getting electricity: Total duration and frequency of outages per customer a year (0-3) (DB16-20 methodology),IC.ELC.OUTG.FREQ.DURS.03.DB1619,..,..,..,..,..,..,..,..,..,..,..,2.6,2.6,2.6,2.6,2.6,2.6
United States,USA,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6
United States,USA,Rank: Getting credit (1=most business-friendly regulations),IC.CRED.ACC.CRD.RK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4
United States,USA,Rank: Starting a business (1=most business-friendly regulations),IC.REG.STRT.BUS.RK.DB19,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,55
United States,USA,Starting a business - Score,IC.REG.STRT.BUS.DFRN,..,..,..,..,..,..,..,..,..,..,91.1,91.2,91.2,91.2,91.2,91.2,91.6
United States,USA,Starting a business: Cost - Men (% of income per capita),IC.REG.COST.PC.MA.ZS,..,..,..,..,..,..,..,..,..,..,1.2,1.2,1.1,1.1,1.1,1,1
United States,USA,Starting a business: Cost - Women (% of income per capita),IC.REG.COST.PC.FE.ZS,..,..,..,..,..,..,..,..,..,..,1.2,1.2,1.1,1.1,1.1,1,1
United States,USA,Starting a business: Procedures required - Men (number),IC.REG.PROC.MA.NO,..,..,..,..,..,..,..,..,..,..,6,6,6,6,6,6,6
United States,USA,Starting a business: Procedures required - Women (number),IC.REG.PROC.FE.NO,..,..,..,..,..,..,..,..,..,..,6,6,6,6,6,6,6
Uruguay,URY,Ease of doing business score (DB15 methodology),IC.BUS.EASE.DFRN.DB15,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Uruguay,URY,Getting credit (DB05-14 methodology) - Score,IC.CRED.ACC.CRD.DB0514.DFRN,..,43.8,56.3,56.3,56.3,56.3,56.3,56.3,56.3,56.3,56.3,..,..,..,..,..,..
Uruguay,URY,Getting credit (DB15-20 methodology) - Score,IC.CRED.ACC.CRD.DB1519.DFRN,..,..,..,..,..,..,..,..,..,..,55,60,60,60,60,60,60
Uruguay,URY,Getting electricity (DB16-20 methodology) - Score,IC.ELC.ACES.DFRN.DB1619,..,..,..,..,..,..,..,..,..,..,..,82.1,82.1,82.1,82.1,82.1,82.1
Uruguay,URY,Getting electricity (DB10-15 methodology) - Score,IC.ELC.ACES.DFRN.DB1015,..,..,..,..,..,..,84.5,84.5,84.5,84.5,84.5,84.5,..,..,..,..,..
Uruguay,URY,Getting electricity: Cost to get electricity (% of income per capita),IC.ELC.ACS.COST,..,..,..,..,..,..,16.1,15.4,15.9,14.3,16.5,14.8,12.7,12.5,11.4,10.7,10.3
Uruguay,URY,Getting electricity: Price of electricity (US cents per kWh) (DB16-20 methodology),IC.ELC.PRI.KH.DB1619,..,..,..,..,..,..,..,..,..,..,..,21,19.4,18.9,17.6,16.9,16.7
Uruguay,URY,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,..,..,..,..,..,..,..,..,..,..,..,..,60.2,60.7,61,61.4,61.5
Uruguay,URY,Global: Ease of doing business score (DB15 methodology),IC.BUS.EASE.DFRN.DB16,..,..,..,..,..,..,..,..,..,..,61.5,62.2,..,..,..,..,..
Uruguay,URY,Global: Ease of doing business score (DB10-14 methodology),IC.BUS.EASE.DFRN.DB1014,..,..,..,..,..,..,59,59.1,62,63.4,63.6,..,..,..,..,..,..
Uruguay,URY,Getting electricity: Total duration and frequency of outages per customer a year (0-3) (DB16-20 methodology),IC.ELC.OUTG.FREQ.DURS.03.DB1619,..,..,..,..,..,..,..,..,..,..,..,1,1,1,1,1,1
Uruguay,URY,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,101
Uruguay,URY,Rank: Getting credit (1=most business-friendly regulations),IC.CRED.ACC.CRD.RK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,80
Uruguay,URY,Rank: Starting a business (1=most business-friendly regulations),IC.REG.STRT.BUS.RK.DB19,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,66
